Año,ID_MUNICIPIO,Municipio,Concepto,Valor
2020,69,Yécora,28000 Materiales y suministros para seguridad,NA
2020,69,Yécora,"29000 Herramientas, refacciones y accesorios menores",308155
2020,69,Yécora,31000 Servicios básicos,1509690
2020,69,Yécora,32000 Servicios de arrendamiento,946560
2020,69,Yécora,"33000 Servicios profesionales, científicos, técnicos y otros servicios",509568
2020,69,Yécora,"34000 Servicios financieros, bancarios y comerciales",146181
2020,69,Yécora,"35000 Servicios de instalación, reparación, mantenimiento y conservación",1450953
2020,69,Yécora,36000 Servicios de comunicación social y publicidad,86948
2020,69,Yécora,37000 Servicios de traslado y viáticos,320379
2020,69,Yécora,38000 Servicios oficiales,429906
2020,69,Yécora,39000 Otros servicios generales,512184
2020,69,Yécora,41000 Transferencias internas y asignaciones al sector público,468479
2020,69,Yécora,43000 Subsidios y subvenciones,NA
2020,69,Yécora,44000 Ayudas sociales,1868481
2020,69,Yécora,45000 Pensiones y jubilaciones,314280
2020,69,Yécora,51000 Mobiliario y equipo de administración,NA
2020,69,Yécora,52000 Mobiliario y equipo educacional y recreativo,NA
2020,69,Yécora,54000 Vehículos y equipo de transporte,NA
2020,69,Yécora,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2020,69,Yécora,"56000 Maquinaria, otros equipos y herramientas",NA
2020,69,Yécora,57000 Activos biológicos,NA
2020,69,Yécora,58000 Bienes inmuebles,NA
2020,69,Yécora,59000 Activos intangibles,NA
2020,69,Yécora,61000 Obra pública en bienes de dominio público,11983702
2020,69,Yécora,62000 Obra pública en bienes propios,NA
2020,69,Yécora,63000 Proyectos productivos y acciones de fomento,NA
2020,69,Yécora,71000 Inversiones para el fomento de actividades productivas,NA
2020,69,Yécora,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2020,69,Yécora,91000 Amortización de la deuda pública,NA
2020,69,Yécora,92000 Intereses de la deuda pública,329224
2020,69,Yécora,93000 Comisiones de la deuda pública,NA
2020,69,Yécora,94000 Gastos de la deuda pública,NA
2020,69,Yécora,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2020,69,Yécora,  Egresos diversos,NA
2020,70,General Plutarco Elías Calles,11000 Remuneraciones al personal,23044387
2020,70,General Plutarco Elías Calles,13000 Remuneraciones adicionales y especiales,6323031
2020,70,General Plutarco Elías Calles,14000 Seguridad social,6484496
2020,70,General Plutarco Elías Calles,15000 Otras prestaciones sociales y económicas,293635
2020,70,General Plutarco Elías Calles,16000 Previsiones,NA
2020,70,General Plutarco Elías Calles,17000 Pago de estímulos a servidores públicos,37250
2020,70,General Plutarco Elías Calles,"21000 Materiales de administración, emisión de documentos y artículos oficiales",559256
2020,70,General Plutarco Elías Calles,22000 Alimentos y utensilios,229328
2020,70,General Plutarco Elías Calles,24000 Materiales y artículos de construcción y de reparación,76488
2020,70,General Plutarco Elías Calles,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2020,70,General Plutarco Elías Calles,"26000 Combustibles, lubricantes y aditivos",5269589
2020,70,General Plutarco Elías Calles,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",90913
2020,70,General Plutarco Elías Calles,28000 Materiales y suministros para seguridad,1996
2020,70,General Plutarco Elías Calles,"29000 Herramientas, refacciones y accesorios menores",41960
2020,70,General Plutarco Elías Calles,31000 Servicios básicos,2666725
2020,70,General Plutarco Elías Calles,32000 Servicios de arrendamiento,45000
2020,70,General Plutarco Elías Calles,"33000 Servicios profesionales, científicos, técnicos y otros servicios",700350
2020,70,General Plutarco Elías Calles,"34000 Servicios financieros, bancarios y comerciales",191185
2020,70,General Plutarco Elías Calles,"35000 Servicios de instalación, reparación, mantenimiento y conservación",1672301
2020,70,General Plutarco Elías Calles,36000 Servicios de comunicación social y publicidad,232920
2020,70,General Plutarco Elías Calles,37000 Servicios de traslado y viáticos,443834
2020,70,General Plutarco Elías Calles,38000 Servicios oficiales,776662
2020,70,General Plutarco Elías Calles,39000 Otros servicios generales,12198
2020,70,General Plutarco Elías Calles,41000 Transferencias internas y asignaciones al sector público,698747
2020,70,General Plutarco Elías Calles,43000 Subsidios y subvenciones,NA
2020,70,General Plutarco Elías Calles,44000 Ayudas sociales,1107254
2020,70,General Plutarco Elías Calles,45000 Pensiones y jubilaciones,339102
2020,70,General Plutarco Elías Calles,51000 Mobiliario y equipo de administración,61991
2020,70,General Plutarco Elías Calles,52000 Mobiliario y equipo educacional y recreativo,NA
2020,70,General Plutarco Elías Calles,54000 Vehículos y equipo de transporte,NA
2020,70,General Plutarco Elías Calles,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2020,70,General Plutarco Elías Calles,"56000 Maquinaria, otros equipos y herramientas",NA
2020,70,General Plutarco Elías Calles,57000 Activos biológicos,NA
2020,70,General Plutarco Elías Calles,58000 Bienes inmuebles,NA
2020,70,General Plutarco Elías Calles,59000 Activos intangibles,NA
2020,70,General Plutarco Elías Calles,61000 Obra pública en bienes de dominio público,20302059
2020,70,General Plutarco Elías Calles,62000 Obra pública en bienes propios,NA
2020,70,General Plutarco Elías Calles,63000 Proyectos productivos y acciones de fomento,65000
2020,70,General Plutarco Elías Calles,71000 Inversiones para el fomento de actividades productivas,NA
2020,70,General Plutarco Elías Calles,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2020,70,General Plutarco Elías Calles,91000 Amortización de la deuda pública,NA
2020,70,General Plutarco Elías Calles,92000 Intereses de la deuda pública,518141
2020,70,General Plutarco Elías Calles,93000 Comisiones de la deuda pública,NA
2020,70,General Plutarco Elías Calles,94000 Gastos de la deuda pública,NA
2020,70,General Plutarco Elías Calles,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2020,70,General Plutarco Elías Calles,  Egresos diversos,NA
2020,71,Benito Juárez,11000 Remuneraciones al personal,21769221
2020,71,Benito Juárez,13000 Remuneraciones adicionales y especiales,7115254
2020,71,Benito Juárez,14000 Seguridad social,11090871
2020,71,Benito Juárez,15000 Otras prestaciones sociales y económicas,1578370
2020,71,Benito Juárez,16000 Previsiones,NA
2020,71,Benito Juárez,17000 Pago de estímulos a servidores públicos,4722595
2020,71,Benito Juárez,"21000 Materiales de administración, emisión de documentos y artículos oficiales",196705
2020,71,Benito Juárez,22000 Alimentos y utensilios,82279
2020,71,Benito Juárez,24000 Materiales y artículos de construcción y de reparación,82851
2020,71,Benito Juárez,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",13071
2020,71,Benito Juárez,"26000 Combustibles, lubricantes y aditivos",4819582
2020,71,Benito Juárez,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",178561
2020,71,Benito Juárez,28000 Materiales y suministros para seguridad,NA
2020,71,Benito Juárez,"29000 Herramientas, refacciones y accesorios menores",67837
2020,71,Benito Juárez,31000 Servicios básicos,4231384
2020,71,Benito Juárez,32000 Servicios de arrendamiento,165179
2020,71,Benito Juárez,"33000 Servicios profesionales, científicos, técnicos y otros servicios",138640
2020,71,Benito Juárez,"34000 Servicios financieros, bancarios y comerciales",303024
2020,71,Benito Juárez,"35000 Servicios de instalación, reparación, mantenimiento y conservación",531697
2020,71,Benito Juárez,36000 Servicios de comunicación social y publicidad,6113
2020,71,Benito Juárez,37000 Servicios de traslado y viáticos,188359
2020,71,Benito Juárez,38000 Servicios oficiales,144144
2020,71,Benito Juárez,39000 Otros servicios generales,888353
2020,71,Benito Juárez,41000 Transferencias internas y asignaciones al sector público,251017
2020,71,Benito Juárez,43000 Subsidios y subvenciones,56022
2020,71,Benito Juárez,44000 Ayudas sociales,2012430
2020,71,Benito Juárez,45000 Pensiones y jubilaciones,5020092
2020,71,Benito Juárez,51000 Mobiliario y equipo de administración,NA
2020,71,Benito Juárez,52000 Mobiliario y equipo educacional y recreativo,NA
2020,71,Benito Juárez,54000 Vehículos y equipo de transporte,NA
2020,71,Benito Juárez,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2020,71,Benito Juárez,"56000 Maquinaria, otros equipos y herramientas",NA
2020,71,Benito Juárez,57000 Activos biológicos,NA
2020,71,Benito Juárez,58000 Bienes inmuebles,NA
2020,71,Benito Juárez,59000 Activos intangibles,NA
2020,71,Benito Juárez,61000 Obra pública en bienes de dominio público,4119584
2020,71,Benito Juárez,62000 Obra pública en bienes propios,6528352
2020,71,Benito Juárez,63000 Proyectos productivos y acciones de fomento,NA
2020,71,Benito Juárez,71000 Inversiones para el fomento de actividades productivas,NA
2020,71,Benito Juárez,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2020,71,Benito Juárez,91000 Amortización de la deuda pública,NA
2020,71,Benito Juárez,92000 Intereses de la deuda pública,1037653
2020,71,Benito Juárez,93000 Comisiones de la deuda pública,NA
2020,71,Benito Juárez,94000 Gastos de la deuda pública,NA
2020,71,Benito Juárez,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2020,71,Benito Juárez,  Egresos diversos,NA
2020,72,San Ignacio Río Muerto,11000 Remuneraciones al personal,20750437
2020,72,San Ignacio Río Muerto,13000 Remuneraciones adicionales y especiales,3128735
2020,72,San Ignacio Río Muerto,14000 Seguridad social,5160207
2020,72,San Ignacio Río Muerto,15000 Otras prestaciones sociales y económicas,850000
2020,72,San Ignacio Río Muerto,16000 Previsiones,NA
2020,72,San Ignacio Río Muerto,17000 Pago de estímulos a servidores públicos,524571
2020,72,San Ignacio Río Muerto,"21000 Materiales de administración, emisión de documentos y artículos oficiales",183120
2020,72,San Ignacio Río Muerto,22000 Alimentos y utensilios,200816
2020,72,San Ignacio Río Muerto,24000 Materiales y artículos de construcción y de reparación,208597
2020,72,San Ignacio Río Muerto,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",6456
2020,72,San Ignacio Río Muerto,"26000 Combustibles, lubricantes y aditivos",3731263
2020,72,San Ignacio Río Muerto,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",914259
2020,72,San Ignacio Río Muerto,28000 Materiales y suministros para seguridad,1835
2020,72,San Ignacio Río Muerto,"29000 Herramientas, refacciones y accesorios menores",593257
2020,72,San Ignacio Río Muerto,31000 Servicios básicos,2086779
2020,72,San Ignacio Río Muerto,32000 Servicios de arrendamiento,77212
2020,72,San Ignacio Río Muerto,"33000 Servicios profesionales, científicos, técnicos y otros servicios",386779
2020,72,San Ignacio Río Muerto,"34000 Servicios financieros, bancarios y comerciales",467505
2020,72,San Ignacio Río Muerto,"35000 Servicios de instalación, reparación, mantenimiento y conservación",517886
2020,72,San Ignacio Río Muerto,36000 Servicios de comunicación social y publicidad,1757
2020,72,San Ignacio Río Muerto,37000 Servicios de traslado y viáticos,179897
2020,72,San Ignacio Río Muerto,38000 Servicios oficiales,568903
2020,72,San Ignacio Río Muerto,39000 Otros servicios generales,612745
2020,72,San Ignacio Río Muerto,41000 Transferencias internas y asignaciones al sector público,342088
2020,72,San Ignacio Río Muerto,43000 Subsidios y subvenciones,NA
2020,72,San Ignacio Río Muerto,44000 Ayudas sociales,2162261
2020,72,San Ignacio Río Muerto,45000 Pensiones y jubilaciones,NA
2020,72,San Ignacio Río Muerto,51000 Mobiliario y equipo de administración,46564
2020,72,San Ignacio Río Muerto,52000 Mobiliario y equipo educacional y recreativo,NA
2020,72,San Ignacio Río Muerto,54000 Vehículos y equipo de transporte,NA
2020,72,San Ignacio Río Muerto,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2020,72,San Ignacio Río Muerto,"56000 Maquinaria, otros equipos y herramientas",5100
2020,72,San Ignacio Río Muerto,57000 Activos biológicos,NA
2020,72,San Ignacio Río Muerto,58000 Bienes inmuebles,NA
2020,72,San Ignacio Río Muerto,59000 Activos intangibles,NA
2020,72,San Ignacio Río Muerto,61000 Obra pública en bienes de dominio público,13301694
2020,72,San Ignacio Río Muerto,62000 Obra pública en bienes propios,NA
2020,72,San Ignacio Río Muerto,63000 Proyectos productivos y acciones de fomento,NA
2020,72,San Ignacio Río Muerto,71000 Inversiones para el fomento de actividades productivas,NA
2020,72,San Ignacio Río Muerto,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2020,72,San Ignacio Río Muerto,91000 Amortización de la deuda pública,5558799
2020,72,San Ignacio Río Muerto,92000 Intereses de la deuda pública,3240809
2020,72,San Ignacio Río Muerto,93000 Comisiones de la deuda pública,NA
2020,72,San Ignacio Río Muerto,94000 Gastos de la deuda pública,NA
2020,72,San Ignacio Río Muerto,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2020,72,San Ignacio Río Muerto,  Egresos diversos,NA
2019,1,Aconchi,11000 Remuneraciones al personal,4090547
2019,1,Aconchi,13000 Remuneraciones adicionales y especiales,1499036
2019,1,Aconchi,14000 Seguridad social,1041164
2019,1,Aconchi,15000 Otras prestaciones sociales y económicas,12036
2019,1,Aconchi,16000 Previsiones,NA
2019,1,Aconchi,17000 Pago de estímulos a servidores públicos,NA
2019,1,Aconchi,"21000 Materiales de administración, emisión de documentos y artículos oficiales",133936
2019,1,Aconchi,22000 Alimentos y utensilios,234908
2019,1,Aconchi,24000 Materiales y artículos de construcción y de reparación,174646
2019,1,Aconchi,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",4219
2019,1,Aconchi,"26000 Combustibles, lubricantes y aditivos",2350570
2019,1,Aconchi,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",38319
2019,1,Aconchi,28000 Materiales y suministros para seguridad,NA
2019,1,Aconchi,"29000 Herramientas, refacciones y accesorios menores",81697
2019,1,Aconchi,31000 Servicios básicos,1277574
2019,1,Aconchi,32000 Servicios de arrendamiento,170128
2019,1,Aconchi,"33000 Servicios profesionales, científicos, técnicos y otros servicios",479023
2019,1,Aconchi,"34000 Servicios financieros, bancarios y comerciales",59445
2019,1,Aconchi,"35000 Servicios de instalación, reparación, mantenimiento y conservación",1055367
2019,1,Aconchi,36000 Servicios de comunicación social y publicidad,28228
2019,1,Aconchi,37000 Servicios de traslado y viáticos,97699
2019,1,Aconchi,38000 Servicios oficiales,1206730
2019,1,Aconchi,39000 Otros servicios generales,36830
2019,1,Aconchi,41000 Transferencias internas y asignaciones al sector público,286436
2019,1,Aconchi,43000 Subsidios y subvenciones,NA
2019,1,Aconchi,44000 Ayudas sociales,804645
2019,1,Aconchi,45000 Pensiones y jubilaciones,NA
2019,1,Aconchi,51000 Mobiliario y equipo de administración,NA
2019,1,Aconchi,52000 Mobiliario y equipo educacional y recreativo,NA
2019,1,Aconchi,54000 Vehículos y equipo de transporte,NA
2019,1,Aconchi,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2019,1,Aconchi,"56000 Maquinaria, otros equipos y herramientas",NA
2019,1,Aconchi,57000 Activos biológicos,NA
2019,1,Aconchi,58000 Bienes inmuebles,NA
2019,1,Aconchi,59000 Activos intangibles,NA
2019,1,Aconchi,61000 Obra pública en bienes de dominio público,3995795
2019,1,Aconchi,62000 Obra pública en bienes propios,NA
2019,1,Aconchi,63000 Proyectos productivos y acciones de fomento,NA
2019,1,Aconchi,71000 Inversiones para el fomento de actividades productivas,NA
2019,1,Aconchi,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2019,1,Aconchi,91000 Amortización de la deuda pública,NA
2019,1,Aconchi,92000 Intereses de la deuda pública,248472
2019,1,Aconchi,93000 Comisiones de la deuda pública,NA
2019,1,Aconchi,94000 Gastos de la deuda pública,NA
2019,1,Aconchi,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2019,1,Aconchi,  Egresos diversos,NA
2019,2,Agua Prieta,11000 Remuneraciones al personal,58376534
2019,2,Agua Prieta,13000 Remuneraciones adicionales y especiales,10085650
2019,2,Agua Prieta,14000 Seguridad social,8054698
2019,2,Agua Prieta,15000 Otras prestaciones sociales y económicas,29094284
2019,2,Agua Prieta,16000 Previsiones,NA
2019,2,Agua Prieta,17000 Pago de estímulos a servidores públicos,221803
2019,2,Agua Prieta,"21000 Materiales de administración, emisión de documentos y artículos oficiales",1066989
2019,2,Agua Prieta,22000 Alimentos y utensilios,NA
2019,2,Agua Prieta,24000 Materiales y artículos de construcción y de reparación,34113
2019,2,Agua Prieta,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",38855
2019,2,Agua Prieta,"26000 Combustibles, lubricantes y aditivos",7645919
2019,2,Agua Prieta,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",186023
2019,2,Agua Prieta,28000 Materiales y suministros para seguridad,NA
2019,2,Agua Prieta,"29000 Herramientas, refacciones y accesorios menores",977285
2019,2,Agua Prieta,31000 Servicios básicos,12022203
2019,2,Agua Prieta,32000 Servicios de arrendamiento,900814
2019,2,Agua Prieta,"33000 Servicios profesionales, científicos, técnicos y otros servicios",1556791
2019,2,Agua Prieta,"34000 Servicios financieros, bancarios y comerciales",662528
2019,2,Agua Prieta,"35000 Servicios de instalación, reparación, mantenimiento y conservación",770927
2019,2,Agua Prieta,36000 Servicios de comunicación social y publicidad,921403
2019,2,Agua Prieta,37000 Servicios de traslado y viáticos,1422572
2019,2,Agua Prieta,38000 Servicios oficiales,1993865
2019,2,Agua Prieta,39000 Otros servicios generales,3986009
2019,2,Agua Prieta,41000 Transferencias internas y asignaciones al sector público,31975586
2019,2,Agua Prieta,43000 Subsidios y subvenciones,NA
2019,2,Agua Prieta,44000 Ayudas sociales,1932881
2019,2,Agua Prieta,45000 Pensiones y jubilaciones,NA
2019,2,Agua Prieta,51000 Mobiliario y equipo de administración,37901
2019,2,Agua Prieta,52000 Mobiliario y equipo educacional y recreativo,NA
2019,2,Agua Prieta,54000 Vehículos y equipo de transporte,NA
2019,2,Agua Prieta,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2019,2,Agua Prieta,"56000 Maquinaria, otros equipos y herramientas",1374458
2019,2,Agua Prieta,57000 Activos biológicos,NA
2019,2,Agua Prieta,58000 Bienes inmuebles,431520
2019,2,Agua Prieta,59000 Activos intangibles,NA
2019,2,Agua Prieta,61000 Obra pública en bienes de dominio público,20921664
2019,2,Agua Prieta,62000 Obra pública en bienes propios,NA
2019,2,Agua Prieta,63000 Proyectos productivos y acciones de fomento,NA
2019,2,Agua Prieta,71000 Inversiones para el fomento de actividades productivas,NA
2019,2,Agua Prieta,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2019,2,Agua Prieta,91000 Amortización de la deuda pública,18692618
2019,2,Agua Prieta,92000 Intereses de la deuda pública,31658027
2019,2,Agua Prieta,93000 Comisiones de la deuda pública,NA
2019,2,Agua Prieta,94000 Gastos de la deuda pública,NA
2019,2,Agua Prieta,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),2202000
2019,2,Agua Prieta,  Egresos diversos,NA
2019,3,Alamos,11000 Remuneraciones al personal,44854488
2019,3,Alamos,13000 Remuneraciones adicionales y especiales,13471037
2019,3,Alamos,14000 Seguridad social,7813406
2019,3,Alamos,15000 Otras prestaciones sociales y económicas,104235
2019,3,Alamos,16000 Previsiones,NA
2019,3,Alamos,17000 Pago de estímulos a servidores públicos,659644
2019,3,Alamos,"21000 Materiales de administración, emisión de documentos y artículos oficiales",596053
2019,3,Alamos,22000 Alimentos y utensilios,708475
2019,3,Alamos,24000 Materiales y artículos de construcción y de reparación,659408
2019,3,Alamos,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",39427
2019,3,Alamos,"26000 Combustibles, lubricantes y aditivos",10138087
2019,3,Alamos,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",318916
2019,3,Alamos,28000 Materiales y suministros para seguridad,NA
2019,3,Alamos,"29000 Herramientas, refacciones y accesorios menores",689780
2019,3,Alamos,31000 Servicios básicos,5234438
2019,3,Alamos,32000 Servicios de arrendamiento,15912
2019,3,Alamos,"33000 Servicios profesionales, científicos, técnicos y otros servicios",447936
2019,3,Alamos,"34000 Servicios financieros, bancarios y comerciales",580513
2019,3,Alamos,"35000 Servicios de instalación, reparación, mantenimiento y conservación",2402504
2019,3,Alamos,36000 Servicios de comunicación social y publicidad,1788617
2019,3,Alamos,37000 Servicios de traslado y viáticos,787031
2019,3,Alamos,38000 Servicios oficiales,5688622
2019,3,Alamos,39000 Otros servicios generales,160298
2019,3,Alamos,41000 Transferencias internas y asignaciones al sector público,2003225
2019,3,Alamos,43000 Subsidios y subvenciones,NA
2019,3,Alamos,44000 Ayudas sociales,7730687
2019,3,Alamos,45000 Pensiones y jubilaciones,5943747
2019,3,Alamos,51000 Mobiliario y equipo de administración,603209
2019,3,Alamos,52000 Mobiliario y equipo educacional y recreativo,NA
2019,3,Alamos,54000 Vehículos y equipo de transporte,120150
2019,3,Alamos,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2019,3,Alamos,"56000 Maquinaria, otros equipos y herramientas",760880
2019,3,Alamos,57000 Activos biológicos,NA
2019,3,Alamos,58000 Bienes inmuebles,NA
2019,3,Alamos,59000 Activos intangibles,NA
2019,3,Alamos,61000 Obra pública en bienes de dominio público,62661074
2019,3,Alamos,62000 Obra pública en bienes propios,712569
2019,3,Alamos,63000 Proyectos productivos y acciones de fomento,NA
2019,3,Alamos,71000 Inversiones para el fomento de actividades productivas,NA
2019,3,Alamos,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2019,3,Alamos,91000 Amortización de la deuda pública,3709852
2019,3,Alamos,92000 Intereses de la deuda pública,NA
2019,3,Alamos,93000 Comisiones de la deuda pública,NA
2019,3,Alamos,94000 Gastos de la deuda pública,NA
2019,3,Alamos,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2019,3,Alamos,  Egresos diversos,1814492
2019,4,Altar,11000 Remuneraciones al personal,10962898
2019,4,Altar,13000 Remuneraciones adicionales y especiales,2139345
2019,4,Altar,14000 Seguridad social,2965340
2019,4,Altar,15000 Otras prestaciones sociales y económicas,45000
2019,4,Altar,16000 Previsiones,NA
2019,4,Altar,17000 Pago de estímulos a servidores públicos,234150
2019,4,Altar,"21000 Materiales de administración, emisión de documentos y artículos oficiales",348919
2019,4,Altar,22000 Alimentos y utensilios,28134
2019,4,Altar,24000 Materiales y artículos de construcción y de reparación,NA
2019,4,Altar,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2019,4,Altar,"26000 Combustibles, lubricantes y aditivos",4279099
2019,4,Altar,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",112647
2019,4,Altar,28000 Materiales y suministros para seguridad,NA
2019,4,Altar,"29000 Herramientas, refacciones y accesorios menores",18307
2019,4,Altar,31000 Servicios básicos,5745728
2019,4,Altar,32000 Servicios de arrendamiento,2669328
2019,4,Altar,"33000 Servicios profesionales, científicos, técnicos y otros servicios",272556
2019,4,Altar,"34000 Servicios financieros, bancarios y comerciales",131119
2019,4,Altar,"35000 Servicios de instalación, reparación, mantenimiento y conservación",2893348
2019,4,Altar,36000 Servicios de comunicación social y publicidad,17697
2019,4,Altar,37000 Servicios de traslado y viáticos,243894
2019,4,Altar,38000 Servicios oficiales,649922
2019,4,Altar,39000 Otros servicios generales,568235
2019,4,Altar,41000 Transferencias internas y asignaciones al sector público,429389
2019,4,Altar,43000 Subsidios y subvenciones,NA
2019,4,Altar,44000 Ayudas sociales,560228
2019,4,Altar,45000 Pensiones y jubilaciones,NA
2019,4,Altar,51000 Mobiliario y equipo de administración,126919
2019,4,Altar,52000 Mobiliario y equipo educacional y recreativo,NA
2019,4,Altar,54000 Vehículos y equipo de transporte,57200
2019,4,Altar,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2019,4,Altar,"56000 Maquinaria, otros equipos y herramientas",139478
2019,4,Altar,57000 Activos biológicos,NA
2019,4,Altar,58000 Bienes inmuebles,NA
2019,4,Altar,59000 Activos intangibles,NA
2019,4,Altar,61000 Obra pública en bienes de dominio público,19894411
2019,4,Altar,62000 Obra pública en bienes propios,1551484
2019,4,Altar,63000 Proyectos productivos y acciones de fomento,NA
2019,4,Altar,71000 Inversiones para el fomento de actividades productivas,NA
2019,4,Altar,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2019,4,Altar,91000 Amortización de la deuda pública,NA
2019,4,Altar,92000 Intereses de la deuda pública,NA
2019,4,Altar,93000 Comisiones de la deuda pública,NA
2019,4,Altar,94000 Gastos de la deuda pública,NA
2019,4,Altar,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2019,4,Altar,  Egresos diversos,NA
2019,5,Arivechi,11000 Remuneraciones al personal,3594787
2019,5,Arivechi,13000 Remuneraciones adicionales y especiales,794098
2019,5,Arivechi,14000 Seguridad social,573510
2019,5,Arivechi,15000 Otras prestaciones sociales y económicas,185000
2019,5,Arivechi,16000 Previsiones,NA
2019,5,Arivechi,17000 Pago de estímulos a servidores públicos,374857
2019,5,Arivechi,"21000 Materiales de administración, emisión de documentos y artículos oficiales",104805
2019,5,Arivechi,22000 Alimentos y utensilios,18293
2019,5,Arivechi,24000 Materiales y artículos de construcción y de reparación,79831
2019,5,Arivechi,"25000 Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",NA
2019,5,Arivechi,"26000 Combustibles, lubricantes y aditivos",570865
2019,5,Arivechi,"27000 Vestuario, blancos, prendas de protección y artículos deportivos",4779
2019,5,Arivechi,28000 Materiales y suministros para seguridad,NA
2019,5,Arivechi,"29000 Herramientas, refacciones y accesorios menores",1856
2019,5,Arivechi,31000 Servicios básicos,761881
2019,5,Arivechi,32000 Servicios de arrendamiento,223042
2019,5,Arivechi,"33000 Servicios profesionales, científicos, técnicos y otros servicios",398272
2019,5,Arivechi,"34000 Servicios financieros, bancarios y comerciales",27219
2019,5,Arivechi,"35000 Servicios de instalación, reparación, mantenimiento y conservación",723524
2019,5,Arivechi,36000 Servicios de comunicación social y publicidad,54728
2019,5,Arivechi,37000 Servicios de traslado y viáticos,421485
2019,5,Arivechi,38000 Servicios oficiales,151562
2019,5,Arivechi,39000 Otros servicios generales,21156
2019,5,Arivechi,41000 Transferencias internas y asignaciones al sector público,333740
2019,5,Arivechi,43000 Subsidios y subvenciones,NA
2019,5,Arivechi,44000 Ayudas sociales,220861
2019,5,Arivechi,45000 Pensiones y jubilaciones,NA
2019,5,Arivechi,51000 Mobiliario y equipo de administración,NA
2019,5,Arivechi,52000 Mobiliario y equipo educacional y recreativo,NA
2019,5,Arivechi,54000 Vehículos y equipo de transporte,NA
2019,5,Arivechi,55000 Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,NA
2019,5,Arivechi,"56000 Maquinaria, otros equipos y herramientas",NA
2019,5,Arivechi,57000 Activos biológicos,NA
2019,5,Arivechi,58000 Bienes inmuebles,NA
2019,5,Arivechi,59000 Activos intangibles,NA
2019,5,Arivechi,61000 Obra pública en bienes de dominio público,4706143
2019,5,Arivechi,62000 Obra pública en bienes propios,NA
2019,5,Arivechi,63000 Proyectos productivos y acciones de fomento,NA
2019,5,Arivechi,71000 Inversiones para el fomento de actividades productivas,NA
2019,5,Arivechi,79000 Provisiones para contingencias y otras erogaciones especiales,NA
2019,5,Arivechi,91000 Amortización de la deuda pública,NA
2019,5,Arivechi,92000 Intereses de la deuda pública,14324
2019,5,Arivechi,93000 Comisiones de la deuda pública,NA
2019,5,Arivechi,94000 Gastos de la deuda pública,NA
2019,5,Arivechi,99000 Adeudos de ejercicios fiscales anteriores (ADEFAS),NA
2019,5,Arivechi,  Egresos diversos,NA
2019,6,Arizpe,11000 Remuneraciones al personal,5660605
2019,6,Arizpe,13000 Remuneraciones adicionales y especiales,1200576
2019,6,Arizpe,14000 Seguridad social,2120249
2019,6,Arizpe,15000 Otras prestaciones sociales y económicas,NA
2019,6,Arizpe,16000 Previsiones,NA
