Año,ent,entidad,indicador,tipo,porcentaje,miles_de_personas
2016,31,Yucatán,Rezago educativo,Carencia social,21.7,472475
2016,31,Yucatán,Carencia por acceso a los servicios de salud,Carencia social,14.4,313694
2016,31,Yucatán,Carencia por acceso a la seguridad social,Carencia social,51.8,1127017
2016,31,Yucatán,Carencia por calidad y espacios de la vivienda,Carencia social,15.8,343269
2016,31,Yucatán,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,35.5,772273
2016,31,Yucatán,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,22,478820
2016,31,Yucatán,Población con al menos una carencia social,Privación social,72.7,1582886
2016,31,Yucatán,Población con al menos tres carencias sociales,Privación social,25.5,555314
2016,31,Yucatán,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,12.1,262371
2016,31,Yucatán,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,52.5,1143313
2016,32,Zacatecas,Población en situación de pobreza,Pobreza,50.2,800359
2016,32,Zacatecas,Población en situación de pobreza moderada,Pobreza,46.4,740220
2016,32,Zacatecas,Población en situación de pobreza extrema,Pobreza,3.8,60139
2016,32,Zacatecas,Población vulnerable por carencias sociales,Pobreza,21.9,348838
2016,32,Zacatecas,Población vulnerable por ingresos,Pobreza,9.9,158289
2016,32,Zacatecas,Población no pobre y no vulnerable,Pobreza,18,287027
2016,32,Zacatecas,Rezago educativo,Carencia social,19.3,307301
2016,32,Zacatecas,Carencia por acceso a los servicios de salud,Carencia social,11.5,182987
2016,32,Zacatecas,Carencia por acceso a la seguridad social,Carencia social,61.5,981070
2016,32,Zacatecas,Carencia por calidad y espacios de la vivienda,Carencia social,5.1,82044
2016,32,Zacatecas,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,10.7,171310
2016,32,Zacatecas,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,15.9,253518
2016,32,Zacatecas,Población con al menos una carencia social,Privación social,72.1,1149197
2016,32,Zacatecas,Población con al menos tres carencias sociales,Privación social,12,191733
2016,32,Zacatecas,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,19.5,310907
2016,32,Zacatecas,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,60.1,958648
2018,0,Nacional,Población en situación de pobreza,Pobreza,41.9,51890.9
2018,0,Nacional,Población en situación de pobreza moderada,Pobreza,34.9,43194.5
2018,0,Nacional,Población en situación de pobreza extrema,Pobreza,7,8696.4
2018,0,Nacional,Población vulnerable por carencias sociales,Pobreza,26.4,32733.8
2018,0,Nacional,Población vulnerable por ingresos,Pobreza,8,9879.5
2018,0,Nacional,Población no pobre y no vulnerable,Pobreza,23.7,29323
2018,0,Nacional,Población con al menos una carencia social,Privación social,68.3,84624.7
2018,0,Nacional,Población con al menos tres carencias sociales,Privación social,20.2,24962.3
2018,0,Nacional,Rezago educativo,Carencia social,19,23525.3
2018,0,Nacional,Carencia por acceso a los servicios de salud,Carencia social,16.2,20051.5
2018,0,Nacional,Carencia por acceso a la seguridad social,Carencia social,53.5,66201.1
2018,0,Nacional,Carencia por calidad y espacios de la vivienda,Carencia social,11,13621
2018,0,Nacional,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,19.6,24274.3
2018,0,Nacional,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,22.2,27525.7
2018,0,Nacional,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,14,17336.7
2018,0,Nacional,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,49.9,61770.3
2018,1,Aguascalientes,Población en situación de pobreza,Pobreza,26.3,360841
2018,1,Aguascalientes,Población en situación de pobreza moderada,Pobreza,25.3,347264
2018,1,Aguascalientes,Población en situación de pobreza extrema,Pobreza,1,13577
2018,1,Aguascalientes,Población vulnerable por carencias sociales,Pobreza,25.5,350858
2018,1,Aguascalientes,Población vulnerable por ingresos,Pobreza,12,164606
2018,1,Aguascalientes,Población no pobre y no vulnerable,Pobreza,36.2,497521
2018,1,Aguascalientes,Rezago educativo,Carencia social,15.6,213849
2018,1,Aguascalientes,Carencia por acceso a los servicios de salud,Carencia social,11.4,156667
2018,1,Aguascalientes,Carencia por acceso a la seguridad social,Carencia social,35.8,491787
2018,1,Aguascalientes,Carencia por calidad y espacios de la vivienda,Carencia social,4.6,62879
2018,1,Aguascalientes,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,2.5,34247
2018,1,Aguascalientes,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,13.8,189743
2018,1,Aguascalientes,Población con al menos una carencia social,Privación social,51.8,711699
2018,1,Aguascalientes,Población con al menos tres carencias sociales,Privación social,6.7,91535
2018,1,Aguascalientes,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,7,96792
2018,1,Aguascalientes,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,38.2,525447
2018,2,Baja California,Población en situación de pobreza,Pobreza,23.6,884189
2018,2,Baja California,Población en situación de pobreza moderada,Pobreza,22.2,833558
2018,2,Baja California,Población en situación de pobreza extrema,Pobreza,1.4,50631
2018,2,Baja California,Población vulnerable por carencias sociales,Pobreza,33.9,1270559
2018,2,Baja California,Población vulnerable por ingresos,Pobreza,8.8,329774
2018,2,Baja California,Población no pobre y no vulnerable,Pobreza,33.7,1262250
2018,2,Baja California,Rezago educativo,Carencia social,15.9,596404
2018,2,Baja California,Carencia por acceso a los servicios de salud,Carencia social,16.9,631723
2018,2,Baja California,Carencia por acceso a la seguridad social,Carencia social,36.7,1374700
2018,2,Baja California,Carencia por calidad y espacios de la vivienda,Carencia social,9.5,354777
2018,2,Baja California,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,8.9,334690
2018,2,Baja California,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,14.8,553132
2018,2,Baja California,Población con al menos una carencia social,Privación social,57.5,2154748
2018,2,Baja California,Población con al menos tres carencias sociales,Privación social,10.1,376813
2018,2,Baja California,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,4,150907
2018,2,Baja California,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,32.4,1213963
2018,3,Baja California Sur,Población en situación de pobreza,Pobreza,18.6,141365
2018,3,Baja California Sur,Población en situación de pobreza moderada,Pobreza,17.4,132478
2018,3,Baja California Sur,Población en situación de pobreza extrema,Pobreza,1.2,8887
2018,3,Baja California Sur,Población vulnerable por carencias sociales,Pobreza,37.7,287272
2018,3,Baja California Sur,Población vulnerable por ingresos,Pobreza,5.3,40693
2018,3,Baja California Sur,Población no pobre y no vulnerable,Pobreza,38.3,291836
2018,3,Baja California Sur,Rezago educativo,Carencia social,13.6,103504
2018,3,Baja California Sur,Carencia por acceso a los servicios de salud,Carencia social,10.7,81791
2018,3,Baja California Sur,Carencia por acceso a la seguridad social,Carencia social,30.9,234869
2018,3,Baja California Sur,Carencia por calidad y espacios de la vivienda,Carencia social,14.2,107845
2018,3,Baja California Sur,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,13.2,100802
2018,3,Baja California Sur,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,18.9,143919
2018,3,Baja California Sur,Población con al menos una carencia social,Privación social,56.3,428637
2018,3,Baja California Sur,Población con al menos tres carencias sociales,Privación social,10.9,82936
2018,3,Baja California Sur,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,3.3,24943
2018,3,Baja California Sur,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,23.9,182058
2018,4,Campeche,Población en situación de pobreza,Pobreza,49,430853
2018,4,Campeche,Población en situación de pobreza moderada,Pobreza,39.5,347478
2018,4,Campeche,Población en situación de pobreza extrema,Pobreza,9.5,83375
2018,4,Campeche,Población vulnerable por carencias sociales,Pobreza,27.1,238325
2018,4,Campeche,Población vulnerable por ingresos,Pobreza,5.9,52222
2018,4,Campeche,Población no pobre y no vulnerable,Pobreza,18,158533
2018,4,Campeche,Rezago educativo,Carencia social,19.4,170427
2018,4,Campeche,Carencia por acceso a los servicios de salud,Carencia social,11.7,102916
2018,4,Campeche,Carencia por acceso a la seguridad social,Carencia social,58.4,513587
2018,4,Campeche,Carencia por calidad y espacios de la vivienda,Carencia social,16.5,145483
2018,4,Campeche,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,39,343132
2018,4,Campeche,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,29.7,261212
2018,4,Campeche,Población con al menos una carencia social,Privación social,76,669178
2018,4,Campeche,Población con al menos tres carencias sociales,Privación social,30,263956
2018,4,Campeche,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,16.9,148956
2018,4,Campeche,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,54.9,483075
2018,5,Coahuila,Población en situación de pobreza,Pobreza,25.5,778060
2018,5,Coahuila,Población en situación de pobreza moderada,Pobreza,24,731390
2018,5,Coahuila,Población en situación de pobreza extrema,Pobreza,1.5,46670
2018,5,Coahuila,Población vulnerable por carencias sociales,Pobreza,22,672316
2018,5,Coahuila,Población vulnerable por ingresos,Pobreza,14.6,444549
2018,5,Coahuila,Población no pobre y no vulnerable,Pobreza,37.9,1155369
2018,5,Coahuila,Rezago educativo,Carencia social,14.2,434404
2018,5,Coahuila,Carencia por acceso a los servicios de salud,Carencia social,13.2,402687
2018,5,Coahuila,Carencia por acceso a la seguridad social,Carencia social,25.7,784683
2018,5,Coahuila,Carencia por calidad y espacios de la vivienda,Carencia social,4.4,135344
2018,5,Coahuila,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,3.9,118412
2018,5,Coahuila,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,18.6,566505
2018,5,Coahuila,Población con al menos una carencia social,Privación social,47.5,1450376
2018,5,Coahuila,Población con al menos tres carencias sociales,Privación social,7.6,233335
2018,5,Coahuila,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,6.6,200451
2018,5,Coahuila,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,40.1,1222609
2018,6,Colima,Población en situación de pobreza,Pobreza,30.4,219794
2018,6,Colima,Población en situación de pobreza moderada,Pobreza,28.5,205941
2018,6,Colima,Población en situación de pobreza extrema,Pobreza,1.9,13853
2018,6,Colima,Población vulnerable por carencias sociales,Pobreza,32.5,234983
2018,6,Colima,Población vulnerable por ingresos,Pobreza,6.2,44907
2018,6,Colima,Población no pobre y no vulnerable,Pobreza,30.9,223067
2018,6,Colima,Rezago educativo,Carencia social,18.1,131151
2018,6,Colima,Carencia por acceso a los servicios de salud,Carencia social,10.8,78316
2018,6,Colima,Carencia por acceso a la seguridad social,Carencia social,43.9,317172
2018,6,Colima,Carencia por calidad y espacios de la vivienda,Carencia social,9.4,67888
2018,6,Colima,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,10.5,76206
2018,6,Colima,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,23,166474
2018,6,Colima,Población con al menos una carencia social,Privación social,62.9,454777
2018,6,Colima,Población con al menos tres carencias sociales,Privación social,13.2,95581
2018,6,Colima,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,7.5,53976
2018,6,Colima,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,36.6,264701
2018,7,Chiapas,Población en situación de pobreza,Pobreza,78,4165976
2018,7,Chiapas,Población en situación de pobreza moderada,Pobreza,47.4,2533257
2018,7,Chiapas,Población en situación de pobreza extrema,Pobreza,30.6,1632719
2018,7,Chiapas,Población vulnerable por carencias sociales,Pobreza,12.3,655164
2018,7,Chiapas,Población vulnerable por ingresos,Pobreza,3,158416
2018,7,Chiapas,Población no pobre y no vulnerable,Pobreza,6.8,361780
2018,7,Chiapas,Rezago educativo,Carencia social,31.2,1667587
2018,7,Chiapas,Carencia por acceso a los servicios de salud,Carencia social,17.6,939675
2018,7,Chiapas,Carencia por acceso a la seguridad social,Carencia social,83.1,4440268
2018,7,Chiapas,Carencia por calidad y espacios de la vivienda,Carencia social,23.6,1259818
2018,7,Chiapas,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,57.1,3050500
2018,7,Chiapas,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,25.7,1371703
2018,7,Chiapas,Población con al menos una carencia social,Privación social,90.3,4821140
2018,7,Chiapas,Población con al menos tres carencias sociales,Privación social,45.3,2417467
2018,7,Chiapas,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,49.4,2636283
2018,7,Chiapas,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,81,4324392
2018,8,Chihuahua,Población en situación de pobreza,Pobreza,26.6,980940
2018,8,Chihuahua,Población en situación de pobreza moderada,Pobreza,24.1,887646
2018,8,Chihuahua,Población en situación de pobreza extrema,Pobreza,2.5,93294
2018,8,Chihuahua,Población vulnerable por carencias sociales,Pobreza,27.4,1008513
2018,8,Chihuahua,Población vulnerable por ingresos,Pobreza,11.7,432356
2018,8,Chihuahua,Población no pobre y no vulnerable,Pobreza,34.2,1260013
2018,8,Chihuahua,Rezago educativo,Carencia social,17.2,631658
2018,8,Chihuahua,Carencia por acceso a los servicios de salud,Carencia social,11.3,416233
2018,8,Chihuahua,Carencia por acceso a la seguridad social,Carencia social,35.7,1314069
2018,8,Chihuahua,Carencia por calidad y espacios de la vivienda,Carencia social,7,256931
2018,8,Chihuahua,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,5,184726
2018,8,Chihuahua,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,18.1,666896
2018,8,Chihuahua,Población con al menos una carencia social,Privación social,54,1989453
2018,8,Chihuahua,Población con al menos tres carencias sociales,Privación social,9.7,356557
2018,8,Chihuahua,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,8.2,303467
2018,8,Chihuahua,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,38.4,1413296
2018,9,Ciudad de México,Población en situación de pobreza,Pobreza,30,2755918
2018,9,Ciudad de México,Población en situación de pobreza moderada,Pobreza,28.3,2603848
2018,9,Ciudad de México,Población en situación de pobreza extrema,Pobreza,1.7,152070
2018,9,Ciudad de México,Población vulnerable por carencias sociales,Pobreza,25.2,2314717
2018,9,Ciudad de México,Población vulnerable por ingresos,Pobreza,8.6,791587
2018,9,Ciudad de México,Población no pobre y no vulnerable,Pobreza,36.3,3334040
2018,9,Ciudad de México,Rezago educativo,Carencia social,9.4,865118
2018,9,Ciudad de México,Carencia por acceso a los servicios de salud,Carencia social,20.1,1844580
2018,9,Ciudad de México,Carencia por acceso a la seguridad social,Carencia social,43.5,3998510
2018,9,Ciudad de México,Carencia por calidad y espacios de la vivienda,Carencia social,5.1,466914
2018,9,Ciudad de México,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,2.9,268365
2018,9,Ciudad de México,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,15.2,1393494
2018,9,Ciudad de México,Población con al menos una carencia social,Privación social,55.1,5070635
2018,9,Ciudad de México,Población con al menos tres carencias sociales,Privación social,8.5,782227
2018,9,Ciudad de México,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,6.4,585238
2018,9,Ciudad de México,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,38.6,3547505
2018,10,Durango,Población en situación de pobreza,Pobreza,38.8,694504
2018,10,Durango,Población en situación de pobreza moderada,Pobreza,36.6,656004
2018,10,Durango,Población en situación de pobreza extrema,Pobreza,2.2,38500
2018,10,Durango,Población vulnerable por carencias sociales,Pobreza,23.2,414995
2018,10,Durango,Población vulnerable por ingresos,Pobreza,12.3,220183
2018,10,Durango,Población no pobre y no vulnerable,Pobreza,25.7,460869
2018,10,Durango,Rezago educativo,Carencia social,16.3,292648
2018,10,Durango,Carencia por acceso a los servicios de salud,Carencia social,13.1,233897
2018,10,Durango,Carencia por acceso a la seguridad social,Carencia social,44.5,796505
2018,10,Durango,Carencia por calidad y espacios de la vivienda,Carencia social,4.8,85569
2018,10,Durango,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,5.7,101326
2018,10,Durango,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,19,339881
2018,10,Durango,Población con al menos una carencia social,Privación social,62,1109499
2018,10,Durango,Población con al menos tres carencias sociales,Privación social,9.4,168962
2018,10,Durango,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,13.1,235057
2018,10,Durango,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,51.1,914687
2018,11,Guanajuato,Población en situación de pobreza,Pobreza,41.5,2519745
2018,11,Guanajuato,Población en situación de pobreza moderada,Pobreza,37.9,2302971
2018,11,Guanajuato,Población en situación de pobreza extrema,Pobreza,3.6,216774
2018,11,Guanajuato,Población vulnerable por carencias sociales,Pobreza,29.4,1782986
2018,11,Guanajuato,Población vulnerable por ingresos,Pobreza,7.8,474659
2018,11,Guanajuato,Población no pobre y no vulnerable,Pobreza,21.3,1296022
2018,11,Guanajuato,Rezago educativo,Carencia social,22.2,1350765
2018,11,Guanajuato,Carencia por acceso a los servicios de salud,Carencia social,13.7,829593
2018,11,Guanajuato,Carencia por acceso a la seguridad social,Carencia social,54.2,3293891
2018,11,Guanajuato,Carencia por calidad y espacios de la vivienda,Carencia social,9.1,552012
2018,11,Guanajuato,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,11.9,725580
2018,11,Guanajuato,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,22.1,1340596
2018,11,Guanajuato,Población con al menos una carencia social,Privación social,70.8,4302731
2018,11,Guanajuato,Población con al menos tres carencias sociales,Privación social,15.8,962444
2018,11,Guanajuato,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,10.7,651780
2018,11,Guanajuato,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,49.3,2994404
2018,12,Guerrero,Población en situación de pobreza,Pobreza,67.9,2378501
2018,12,Guerrero,Población en situación de pobreza moderada,Pobreza,41,1435110
2018,12,Guerrero,Población en situación de pobreza extrema,Pobreza,26.9,943391
2018,12,Guerrero,Población vulnerable por carencias sociales,Pobreza,20.2,707348
2018,12,Guerrero,Población vulnerable por ingresos,Pobreza,4,141298
2018,12,Guerrero,Población no pobre y no vulnerable,Pobreza,7.9,276315
2018,12,Guerrero,Rezago educativo,Carencia social,25.8,905542
2018,12,Guerrero,Carencia por acceso a los servicios de salud,Carencia social,13.8,482738
2018,12,Guerrero,Carencia por acceso a la seguridad social,Carencia social,74.9,2623989
2018,12,Guerrero,Carencia por calidad y espacios de la vivienda,Carencia social,28.8,1009935
2018,12,Guerrero,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,58.6,2053925
2018,12,Guerrero,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,38.9,1362566
2018,12,Guerrero,Población con al menos una carencia social,Privación social,88.1,3085849
2018,12,Guerrero,Población con al menos tres carencias sociales,Privación social,48.9,1712234
2018,12,Guerrero,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,36.4,1275128
2018,12,Guerrero,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,71.9,2519799
2018,13,Hidalgo,Población en situación de pobreza,Pobreza,49.9,1517244
2018,13,Hidalgo,Población en situación de pobreza moderada,Pobreza,42.8,1303385
2018,13,Hidalgo,Población en situación de pobreza extrema,Pobreza,7,213859
2018,13,Hidalgo,Población vulnerable por carencias sociales,Pobreza,31.4,954936
2018,13,Hidalgo,Población vulnerable por ingresos,Pobreza,5.3,162000
2018,13,Hidalgo,Población no pobre y no vulnerable,Pobreza,13.4,408236
2018,13,Hidalgo,Rezago educativo,Carencia social,19.7,600656
2018,13,Hidalgo,Carencia por acceso a los servicios de salud,Carencia social,14.4,439105
2018,13,Hidalgo,Carencia por acceso a la seguridad social,Carencia social,69.7,2121558
2018,13,Hidalgo,Carencia por calidad y espacios de la vivienda,Carencia social,9.8,296832
2018,13,Hidalgo,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,25.6,779722
2018,13,Hidalgo,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,27.3,830739
2018,13,Hidalgo,Población con al menos una carencia social,Privación social,81.3,2472180
2018,13,Hidalgo,Población con al menos tres carencias sociales,Privación social,23.8,722676
2018,13,Hidalgo,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,14.5,441970
2018,13,Hidalgo,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,55.2,1679244
2018,14,Jalisco,Población en situación de pobreza,Pobreza,27.8,2285767
2018,14,Jalisco,Población en situación de pobreza moderada,Pobreza,25.5,2096681
2018,14,Jalisco,Población en situación de pobreza extrema,Pobreza,2.3,189086
2018,14,Jalisco,Población vulnerable por carencias sociales,Pobreza,34,2793694
2018,14,Jalisco,Población vulnerable por ingresos,Pobreza,8.3,681634
2018,14,Jalisco,Población no pobre y no vulnerable,Pobreza,29.9,2460644
2018,14,Jalisco,Rezago educativo,Carencia social,19.3,1590162
2018,14,Jalisco,Carencia por acceso a los servicios de salud,Carencia social,19.4,1590993
2018,14,Jalisco,Carencia por acceso a la seguridad social,Carencia social,45.5,3742416
2018,14,Jalisco,Carencia por calidad y espacios de la vivienda,Carencia social,7.1,581821
2018,14,Jalisco,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,8.1,667646
2018,14,Jalisco,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,15.9,1307610
2018,14,Jalisco,Población con al menos una carencia social,Privación social,61.8,5079461
2018,14,Jalisco,Población con al menos tres carencias sociales,Privación social,12.9,1062537
2018,14,Jalisco,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,5.9,481156
2018,14,Jalisco,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,36.1,2967401
2018,15,México,Población en situación de pobreza,Pobreza,41.8,7036289
2018,15,México,Población en situación de pobreza moderada,Pobreza,37.1,6252723
2018,15,México,Población en situación de pobreza extrema,Pobreza,4.7,783566
2018,15,México,Población vulnerable por carencias sociales,Pobreza,26.3,4424506
2018,15,México,Población vulnerable por ingresos,Pobreza,9.6,1615949
2018,15,México,Población no pobre y no vulnerable,Pobreza,22.4,3766760
2018,15,México,Rezago educativo,Carencia social,14.7,2478495
2018,15,México,Carencia por acceso a los servicios de salud,Carencia social,19.8,3327212
2018,15,México,Carencia por acceso a la seguridad social,Carencia social,54.7,9208289
2018,15,México,Carencia por calidad y espacios de la vivienda,Carencia social,9.6,1625124
2018,15,México,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,10.3,1740039
2018,15,México,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,23.4,3943486
2018,15,México,Población con al menos una carencia social,Privación social,68,11460795
2018,15,México,Población con al menos tres carencias sociales,Privación social,16.9,2845144
2018,15,México,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,10.8,1817193
2018,15,México,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,51.4,8652238
2018,16,Michoacán,Población en situación de pobreza,Pobreza,46.2,2153187
2018,16,Michoacán,Población en situación de pobreza moderada,Pobreza,40.9,1905504
2018,16,Michoacán,Población en situación de pobreza extrema,Pobreza,5.3,247683
2018,16,Michoacán,Población vulnerable por carencias sociales,Pobreza,32.9,1534465
2018,16,Michoacán,Población vulnerable por ingresos,Pobreza,5.3,244958
2018,16,Michoacán,Población no pobre y no vulnerable,Pobreza,15.6,726807
2018,16,Michoacán,Rezago educativo,Carencia social,27,1259438
2018,16,Michoacán,Carencia por acceso a los servicios de salud,Carencia social,21.2,987534
2018,16,Michoacán,Carencia por acceso a la seguridad social,Carencia social,67,3121607
2018,16,Michoacán,Carencia por calidad y espacios de la vivienda,Carencia social,12.7,591131
2018,16,Michoacán,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,17.7,823412
2018,16,Michoacán,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,22.8,1062918
2018,16,Michoacán,Población con al menos una carencia social,Privación social,79.1,3687652
2018,16,Michoacán,Población con al menos tres carencias sociales,Privación social,24.5,1140949
2018,16,Michoacán,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,12.8,595551
2018,16,Michoacán,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,51.5,2398145
2018,17,Morelos,Población en situación de pobreza,Pobreza,48.5,952857
2018,17,Morelos,Población en situación de pobreza moderada,Pobreza,42.4,831762
2018,17,Morelos,Población en situación de pobreza extrema,Pobreza,6.2,121095
2018,17,Morelos,Población vulnerable por carencias sociales,Pobreza,28.8,565608
2018,17,Morelos,Población vulnerable por ingresos,Pobreza,5.9,115611
2018,17,Morelos,Población no pobre y no vulnerable,Pobreza,16.8,328791
2018,17,Morelos,Rezago educativo,Carencia social,19.3,379245
2018,17,Morelos,Carencia por acceso a los servicios de salud,Carencia social,16.8,330022
2018,17,Morelos,Carencia por acceso a la seguridad social,Carencia social,64.1,1257818
2018,17,Morelos,Carencia por calidad y espacios de la vivienda,Carencia social,11.3,221703
2018,17,Morelos,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,19.9,391191
2018,17,Morelos,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,25.6,503085
2018,17,Morelos,Población con al menos una carencia social,Privación social,77.4,1518465
2018,17,Morelos,Población con al menos tres carencias sociales,Privación social,22,432141
2018,17,Morelos,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,14.7,289211
2018,17,Morelos,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,54.4,1068468
2018,18,Nayarit,Población en situación de pobreza,Pobreza,35.7,436515
2018,18,Nayarit,Población en situación de pobreza moderada,Pobreza,30.1,368373
2018,18,Nayarit,Población en situación de pobreza extrema,Pobreza,5.6,68142
2018,18,Nayarit,Población vulnerable por carencias sociales,Pobreza,31.7,387112
2018,18,Nayarit,Población vulnerable por ingresos,Pobreza,6,72836
2018,18,Nayarit,Población no pobre y no vulnerable,Pobreza,26.6,325565
2018,18,Nayarit,Rezago educativo,Carencia social,19.2,234142
2018,18,Nayarit,Carencia por acceso a los servicios de salud,Carencia social,13.7,166860
2018,18,Nayarit,Carencia por acceso a la seguridad social,Carencia social,52.9,646539
2018,18,Nayarit,Carencia por calidad y espacios de la vivienda,Carencia social,11.9,144983
2018,18,Nayarit,Carencia por acceso a los servicios básicos en la vivienda,Carencia social,17.2,210480
2018,18,Nayarit,Carencia por acceso a la alimentación nutritiva y de calidad,Carencia social,19.7,240936
2018,18,Nayarit,Población con al menos una carencia social,Privación social,67.4,823627
2018,18,Nayarit,Población con al menos tres carencias sociales,Privación social,17.5,214280
2018,18,Nayarit,Población con ingreso inferior a la línea de pobreza extrema por ingresos,Bienestar económico,11.2,136947
2018,18,Nayarit,Población con ingreso inferior a la línea de pobreza por ingresos,Bienestar económico,41.7,509351
2018,19,Nuevo León,Población en situación de pobreza,Pobreza,19.4,1066519
2018,19,Nuevo León,Población en situación de pobreza moderada,Pobreza,18.6,1026107
2018,19,Nuevo León,Población en situación de pobreza extrema,Pobreza,0.7,40412
2018,19,Nuevo León,Población vulnerable por carencias sociales,Pobreza,25.3,1394719
2018,19,Nuevo León,Población vulnerable por ingresos,Pobreza,12,657857
2018,19,Nuevo León,Población no pobre y no vulnerable,Pobreza,43.3,2383171
2018,19,Nuevo León,Rezago educativo,Carencia social,13.4,739307
2018,19,Nuevo León,Carencia por acceso a los servicios de salud,Carencia social,13,713087
2018,19,Nuevo León,Carencia por acceso a la seguridad social,Carencia social,28.3,1557329
2018,19,Nuevo León,Carencia por calidad y espacios de la vivienda,Carencia social,3.1,168230
